Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,strain,lab_host,sample_type,collected_by,Host_disease
SRR22382898,AMPLICON,302,242450432,PRJNA894555,SAMN31840808,"Microbe\, viral or environmental",76310155,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353151,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-2.D5,nasal lavage,S1-2.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#2.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382899,AMPLICON,302,212683198,PRJNA894555,SAMN31840807,"Microbe\, viral or environmental",67526404,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353150,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-2.D4,nasal lavage,S1-2.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:36:00Z,1,SARS-CoV-2_infected_source_ferret_#2.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382900,AMPLICON,302,28084490,PRJNA894555,SAMN31840854,"Microbe\, viral or environmental",9651331,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353149,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-3.turb,nasal turbinate,C2-3.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:33:00Z,1,Nirmatrelvir_treated_contact_ferret_#3.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382901,AMPLICON,302,574249678,PRJNA894555,SAMN31840853,"Microbe\, viral or environmental",202606230,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353148,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-3.D6,nasal lavage,C2-3.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#3.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382902,AMPLICON,302,500165454,PRJNA894555,SAMN31840852,"Microbe\, viral or environmental",158911678,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353147,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-3.D4,nasal lavage,C2-3.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#3.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382903,AMPLICON,302,624504592,PRJNA894555,SAMN31840851,"Microbe\, viral or environmental",212989099,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353146,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-3.D3,nasal lavage,C2-3.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382904,AMPLICON,302,220098204,PRJNA894555,SAMN31840806,"Microbe\, viral or environmental",70042637,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353145,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-2.D3,nasal lavage,S1-2.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382905,AMPLICON,302,368132866,PRJNA894555,SAMN31840850,"Microbe\, viral or environmental",114431071,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353144,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-2.turb,nasal turbinate,C2-2.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#2.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382906,AMPLICON,302,564396022,PRJNA894555,SAMN31840849,"Microbe\, viral or environmental",177295968,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353143,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-2.D6,nasal lavage,C2-2.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#2.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382907,AMPLICON,302,72961086,PRJNA894555,SAMN31840848,"Microbe\, viral or environmental",25806369,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX18353142,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-2.D5,nasal lavage,C2-2.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#2.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382908,AMPLICON,302,534077034,PRJNA894555,SAMN31840847,"Microbe\, viral or environmental",170100951,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353141,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-2.D4,nasal lavage,C2-2.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#2.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382909,AMPLICON,302,573559608,PRJNA894555,SAMN31840846,"Microbe\, viral or environmental",181729528,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353140,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-2.D3,nasal lavage,C2-2.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382910,AMPLICON,302,273917322,PRJNA894555,SAMN31840845,"Microbe\, viral or environmental",86206552,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353139,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-1.turb,nasal turbinate,C2-1.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#1.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382911,AMPLICON,302,227155038,PRJNA894555,SAMN31840844,"Microbe\, viral or environmental",71757951,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353138,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-1.D6,nasal lavage,C2-1.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#1.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382912,AMPLICON,302,259604938,PRJNA894555,SAMN31840843,"Microbe\, viral or environmental",82020113,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353137,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-1.D5,nasal lavage,C2-1.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Nirmatrelvir_treated_contact_ferret_#1.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382913,AMPLICON,302,525356784,PRJNA894555,SAMN31840842,"Microbe\, viral or environmental",164251249,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353136,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-1.D4,nasal lavage,C2-1.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#1.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382914,AMPLICON,302,592540308,PRJNA894555,SAMN31840841,"Microbe\, viral or environmental",206719194,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353135,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C2-1.D3,nasal lavage,C2-1.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Nirmatrelvir_treated_contact_ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382915,AMPLICON,302,339192810,PRJNA894555,SAMN31840805,"Microbe\, viral or environmental",107529701,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353134,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-1.turb,nasal turbinate,S1-1.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#1.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382916,AMPLICON,302,349540840,PRJNA894555,SAMN31840840,"Microbe\, viral or environmental",122092421,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353133,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-3.turb,nasal turbinate,C1-3.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:36:00Z,1,Untreated_contact_ferret_#3.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382917,AMPLICON,302,368864914,PRJNA894555,SAMN31840839,"Microbe\, viral or environmental",117421232,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353132,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-3.D6,nasal lavage,C1-3.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Untreated_contact_ferret_#3.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382918,AMPLICON,302,185391458,PRJNA894555,SAMN31840838,"Microbe\, viral or environmental",58829625,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353131,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-3.D5,nasal lavage,C1-3.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#3.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382919,AMPLICON,302,192775358,PRJNA894555,SAMN31840837,"Microbe\, viral or environmental",61102162,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353130,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-3.D4,nasal lavage,C1-3.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#3.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382920,AMPLICON,302,339576350,PRJNA894555,SAMN31840836,"Microbe\, viral or environmental",106475053,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353129,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-3.D3,nasal lavage,C1-3.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Untreated_contact_ferret_#3.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382921,AMPLICON,302,344380264,PRJNA894555,SAMN31840835,"Microbe\, viral or environmental",107988523,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353128,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-2.turb,nasal turbinate,C1-2.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#2.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382922,AMPLICON,302,442998364,PRJNA894555,SAMN31840834,"Microbe\, viral or environmental",138747187,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353127,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-2.D6,nasal lavage,C1-2.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Untreated_contact_ferret_#2.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382923,AMPLICON,302,302922308,PRJNA894555,SAMN31840833,"Microbe\, viral or environmental",97139346,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353126,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-2.D5,nasal lavage,C1-2.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#2.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382924,AMPLICON,302,430942524,PRJNA894555,SAMN31840832,"Microbe\, viral or environmental",141773792,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353125,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-2.D4,nasal lavage,C1-2.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#2.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382925,AMPLICON,302,165388790,PRJNA894555,SAMN31840831,"Microbe\, viral or environmental",52801410,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353124,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-2.D3,nasal lavage,C1-2.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Untreated_contact_ferret_#2.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382926,AMPLICON,302,320483004,PRJNA894555,SAMN31840804,"Microbe\, viral or environmental",100482164,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353123,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-1.D6,nasal lavage,S1-1.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#1.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382927,AMPLICON,302,241593054,PRJNA894555,SAMN31840830,"Microbe\, viral or environmental",76019995,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353122,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-1.turb,nasal turbinate,C1-1.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#1.Turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382928,AMPLICON,302,257524158,PRJNA894555,SAMN31840829,"Microbe\, viral or environmental",81085126,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353121,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-1.D6,nasal lavage,C1-1.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,Untreated_contact_ferret_#1.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382929,AMPLICON,302,224507404,PRJNA894555,SAMN31840828,"Microbe\, viral or environmental",71366739,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353120,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-1.D5,nasal lavage,C1-1.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:37:00Z,1,Untreated_contact_ferret_#1.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382930,AMPLICON,302,214558014,PRJNA894555,SAMN31840827,"Microbe\, viral or environmental",68293854,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353119,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-1.D4,nasal lavage,C1-1.D4,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#1.Day_4,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382931,AMPLICON,302,307185944,PRJNA894555,SAMN31840826,"Microbe\, viral or environmental",96840589,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353118,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,C1-1.D3,nasal lavage,C1-1.D3,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,Untreated_contact_ferret_#1.Day_3,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382932,AMPLICON,302,132132550,PRJNA894555,SAMN31840825,"Microbe\, viral or environmental",42170323,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353117,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-5.turb,nasal turbinate,S1-5.turb,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#5.turbinate,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal turbinate,,
SRR22382933,AMPLICON,302,433205410,PRJNA894555,SAMN31840824,"Microbe\, viral or environmental",136365064,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353116,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-5.D6,nasal lavage,S1-5.D6,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:34:00Z,1,SARS-CoV-2_infected_source_ferret_#5.Day_6,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
SRR22382934,AMPLICON,302,387023872,PRJNA894555,SAMN31840823,"Microbe\, viral or environmental",122353700,UNIVERSITY OF WASHINGTON LABORATORY MEDICINE,2022,public,"activ_sars2_vcf,fastq,run.zq,sra","gs,ncbi,s3","gs.US,gs.us-east1,ncbi.public,s3.us-east-1",SRX18353115,USA,North America,"USA: Georgia\, Atlanta",Homo sapiens,NextSeq 2000,S1-5.D5,nasal lavage,S1-5.D5,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2022-11-22T00:00:00Z,2022-11-22T16:35:00Z,1,SARS-CoV-2_infected_source_ferret_#5.Day_5,SRP404710,SARS-CoV-2/human/USA/USA-WA1/2020,,nasal lavage,,
